date,max_temperature,avg_temperature,min_temperature,max_dew_point,avg_dew_point,min_dew_point,max_humidity,avg_humidity,min_humidity,max_wind_speed,avg_wind_speed,min_wind_speed,rainfall
23/3/2016,91,84.5,79,79,77.3,75,94,79.1,66,10,4,0,0.02
24/3/2016,91,85,81,81,77.7,75,89,78.7,66,9,3.6,0,0
25/3/2016,91,85.3,81,81,78.5,75,89,79.8,70,12,4.4,0,0.06
26/3/2016,91,84,81,79,76,70,89,77.5,62,13,6.2,0,0.04
28/3/2016,93,84.2,77,77,73,70,89,70.1,49,13,5.4,0,0
29/3/2016,91,84.1,79,77,72.1,68,89,67.7,52,14,7.1,0,0
30/3/2016,91,84.1,79,75,72.9,70,89,70.4,52,13,5.6,0,0.02
31/3/2016,93,85,79,75,72.6,68,89,67.6,46,13,5,0,0
1/4/2016,91,84.5,79,77,74.2,72,84,72.2,55,13,4.6,0,0
5/4/2016,91,84.8,79,79,75.4,73,89,74.7,55,13,4,0,2.92
7/4/2016,91,84.5,79,77,75.3,73,89,75.4,55,10,3.9,0,0.2
9/4/2016,91,85.5,79,77,74.5,72,89,71.1,52,13,4.2,0,0.25
11/4/2016,91,84.9,79,79,77,75,94,77.7,62,12,3.9,0,0.04
12/4/2016,91,85.1,81,77,75.1,73,84,73,55,8,3.6,0,1.43
18/4/2016,91,84.2,77,77,75.5,73,94,76.7,55,12,4.6,0,0.03
19/4/2016,93,85.8,81,79,76.3,73,89,74.2,52,13,6.1,1,1.17
21/4/2016,90,83.7,77,77,74.1,72,94,74.9,55,13,5.3,0,2.15
24/4/2016,88,83.5,81,77,76.6,75,89,80.3,66,12,4.3,0,38.82
26/4/2016,90,83.7,77,79,76.6,75,100,79.9,62,13,5,0,4.03
27/4/2016,91,83.9,77,79,76,73,94,78.3,59,13,4.3,0,107.06
29/4/2016,91,83.4,77,79,76.3,73,94,80.3,59,12,3.6,0,0.01
30/4/2016,88,82.5,79,79,76.4,75,94,82.1,70,10,2.9,0,0.01
1/5/2016,90,84.1,77,79,76.5,73,100,79,62,12,2.7,0,0.01
3/5/2016,88,82.8,75,79,76.5,73,100,81.8,70,12,4,0,0.01
6/5/2016,90,83,77,79,75.6,73,94,79.3,66,9,4.1,0,0
10/5/2016,91,84.1,77,79,75.3,73,94,76.4,59,10,4,0,0
16/5/2016,86,80.6,75,77,75.9,72,94,86.2,70,15,4.1,0,9.51
17/5/2016,90,83.6,79,79,77.1,75,94,81.3,66,10,3.7,0,5.58
18/5/2016,88,82.2,77,77,75.1,73,94,80.3,62,10,5,0,1.13
19/5/2016,90,83.4,79,77,76.2,75,94,79.7,66,10,3.8,0,24.54
20/5/2016,88,82,79,79,75.4,73,94,81,70,13,3.1,0,16.46
22/5/2016,88,80.2,77,77,74.1,72,94,83.3,62,12,2.8,0,0
23/5/2016,90,81.1,0,75,72.3,0,94,74.5,0,10,3.2,0,0
25/5/2016,90,83.5,79,79,75.1,73,84,76.5,62,10,4.2,0,0.01
27/5/2016,88,82.5,79,79,76.1,73,94,81.6,70,12,3,0,0.01
30/5/2016,90,80.3,73,75,73.7,73,100,82.3,59,10,4.7,1,0
1/6/2016,90,83.5,79,77,74,72,84,73.7,62,8,2.9,0,0
2/6/2016,88,83,77,77,75.1,73,94,78.2,62,10,3.4,0,0
3/6/2016,90,80.1,72,75,71.4,68,100,75.8,52,22,4,0,0.03
4/6/2016,88,82,77,75,72.8,72,89,75.1,58,8,3,0,0
5/6/2016,88,82.7,77,79,75.3,73,94,79.5,66,12,3.5,0,0.07
12/6/2016,88,82.4,79,77,74.8,72,89,78.3,58,12,4.1,0,0
13/6/2016,91,83.3,77,77,74.5,72,89,75.7,58,8,3.3,0,0.07
14/6/2016,91,85,81,79,76.2,73,89,75.3,59,10,3.4,0,2.68
16/6/2016,91,84.3,77,79,76,73,94,76.8,59,13,5.6,0,2.61
17/6/2016,81,77.5,73,77,73.6,72,100,88.8,79,13,3.8,0,0.21
18/6/2016,91,81.3,73,75,72.7,70,94,76.4,52,12,4.3,0,4.6
19/6/2016,91,82.8,77,79,75.3,72,89,79.2,62,8,2.8,0,0.75
21/6/2016,90,82.2,75,77,74,72,89,76.9,62,10,3.8,0,0.48
23/6/2016,93,86,77,79,75,70,84,70.5,49,10,5.5,0,0.02
6/7/2016,88,82.5,79,79,76.4,73,89,81.9,70,13,3.3,0,0.74
8/7/2016,91,84.3,79,79,75.1,73,89,75.1,55,9,4,0,5.28
10/7/2016,91,85.3,81,81,78.5,77,94,80.3,66,12,3.1,0,13.23
11/7/2016,91,85.6,81,79,76.5,72,89,75.2,52,10,2.9,0,0.94
14/7/2016,91,83.7,77,81,75.8,72,94,78.7,59,16,3.5,0,0.09
16/7/2016,91,81.6,77,79,75.8,73,94,83.9,55,9,4.2,0,8.82
18/7/2016,82,78.4,75,79,75.7,73,100,92.3,83,20,4.3,0,3.07
24/7/2016,88,81.6,77,79,76.4,75,100,84.9,70,9,4,1,19.02
25/7/2016,88,82.1,75,77,75.1,73,100,80.8,62,14,5,0,12.34
28/7/2016,91,82.6,77,79,76.6,73,94,83.4,59,10,3.1,0,1.07
1/8/2016,90,84.3,79,77,74.8,72,94,74.5,59,8,3.6,0,2.04
3/8/2016,90,83.8,77,77,73.5,70,94,72.9,52,9,3.1,0,0.06
7/8/2016,90,83.2,79,79,75.9,73,89,79.7,62,8,2.6,0,0.22
8/8/2016,91,85,79,81,77.3,75,94,78.6,59,8,3.5,0,0.12
10/8/2016,88,83.9,79,81,77.8,75,94,81.6,70,9,3.9,0,0.02
11/8/2016,91,82.4,79,79,76.4,72,94,83.5,62,10,3.2,0,1.38
13/8/2016,90,82.5,77,79,75.8,72,94,81.4,55,7,3,0,20.99
16/8/2016,93,84.1,77,81,77.4,73,100,81.1,56,12,3,0,30.67
17/8/2016,91,84.7,79,79,76.4,73,94,77.5,59,9,3.2,0,2.84
18/8/2016,90,84.5,79,81,77.2,72,89,79.4,66,14,3.4,0,0
19/8/2016,91,84.6,79,79,77.5,75,94,80.1,59,7,2.7,0,0
21/8/2016,91,85.1,81,79,77.3,75,94,78.2,63,9,4.5,0,1.69
23/8/2016,90,83.6,79,81,77.8,75,100,83.4,66,8,3.1,0,0.18
24/8/2016,86,81.1,77,79,76.8,75,100,87.1,74,12,4.8,0,3.12
25/8/2016,88,79.7,75,77,75.1,73,94,86.9,66,14,5.2,1,1.31
28/8/2016,88,80.8,77,79,76.1,75,94,86.5,70,9,3.9,0,5.2
30/8/2016,90,83.7,79,79,76.8,75,89,80.2,66,10,5.2,0,1.54
31/8/2016,88,82.2,77,79,76.8,75,100,84.5,70,15,5.3,0,0.24
5/9/2016,88,80.1,75,79,74.8,72,100,84.8,62,8,4.2,0,2.43
6/9/2016,86,79.2,73,79,75.3,73,100,88.9,66,14,4,0,0.29
10/9/2016,90,84,79,77,74.8,73,94,75.8,59,9,3.3,0,3.96
11/9/2016,90,83.6,77,77,74.3,70,94,75,58,8,3.6,0,0.23
12/9/2016,90,83.9,79,77,75.1,73,89,76.1,59,9,3.8,0,0.54
14/9/2016,88,84,81,79,76.6,73,89,78.8,70,7,2.7,0,0.88
15/9/2016,91,83.9,79,81,76.5,73,100,79.5,55,9,3.3,0,3.13
16/9/2016,90,82.6,75,79,75,70,100,79.3,52,10,4.5,1,8.88
22/9/2016,86,80.3,75,77,74.7,72,100,84.2,66,9,4.5,1,22.48
24/9/2016,90,83,77,77,75.5,73,94,79.4,59,8,3.7,0,17.09
25/9/2016,91,83.8,79,79,76,73,94,78.6,62,9,3.3,0,10.82
26/9/2016,90,83.3,77,79,75.8,73,100,79.5,62,8,3.3,0,0.07
27/9/2016,90,84.8,82,79,76,75,89,74.9,62,9,5.2,1,1.77
28/9/2016,88,81.8,75,79,76.4,73,100,83.8,70,9,4.8,1,1.53
29/9/2016,86,79.8,72,79,75.4,70,100,87,74,17,4.5,0,0.47
30/9/2016,90,83.8,79,79,75.9,72,94,78.5,58,8,4,1,24.36
4/1/2017,90,82,75,79,75.9,73,100,83.1,59,8,3.2,1,0.32
5/1/2017,91,83.9,79,81,76.4,73,94,79.1,59,10,4.6,1,0.09
6/1/2017,90,84.9,81,79,76,73,84,75.3,62,14,7.3,1,0
8/1/2017,84,79.7,75,79,75,72,100,86.3,74,13,4.2,0,0.72
10/1/2017,90,82.8,77,79,75.7,72,94,80.8,55,8,3.5,0,0.98
11/1/2017,91,82.2,77,79,75.8,73,94,82.2,59,9,3.6,0,1.41
12/1/2017,90,82.7,75,77,74,70,94,77.2,55,10,4,0,0.22
13/1/2017,90,83.5,79,77,74.2,70,94,75.2,55,13,4.5,0,2.39
14/1/2017,90,82.8,77,79,76.5,72,100,82.1,66,10,3.5,0,1.84
15/1/2017,91,82.7,77,81,75.9,68,100,81,52,9,3.4,0,1.97
17/1/2017,88,82.1,77,79,75.7,73,94,82.4,62,10,4.1,1,2.05
19/1/2017,88,79.7,75,79,75.6,73,100,88.3,70,9,3.4,0,0
21/1/2017,86,80.4,77,77,74,72,94,81.8,70,12,5.8,0,1.9
22/1/2017,90,81.4,75,79,73.8,72,89,78.2,62,9,4.4,2,0.01
23/1/2017,84,78.4,75,75,74,73,94,87.7,70,7,2.8,0,0.01
25/1/2017,86,78.3,75,75,73.5,72,100,86.3,70,12,5.6,0,0.16
26/1/2017,86,79,75,79,74.8,73,100,87.6,74,10,3.7,0,0.01
28/1/2017,88,81.7,73,73,69.5,68,83,67.2,52,13,7.7,3,6.33
30/1/2017,90,82.6,77,75,70.9,68,89,68.3,52,12,5.9,0,0.89
1/2/2017,88,80.1,75,77,73.9,73,94,82.5,66,12,3.9,1,3.77
4/2/2017,90,82.6,77,79,76.1,73,94,81.2,66,9,3.3,1,0.23
5/2/2017,91,83.5,77,77,75.3,73,94,77.4,59,12,5,0,1.74
6/2/2017,91,83.1,77,79,75.3,73,94,78.4,55,10,5.2,1,2.39
8/2/2017,91,83.5,77,77,73.3,66,94,73.4,43,9,4.6,0,0.65
11/2/2017,90,81.7,77,77,72.9,70,89,75.4,55,10,5.7,2,0
16/2/2017,91,83,77,75,69.9,68,84,65,49,13,7.9,2,3.24
18/2/2017,90,83.2,79,75,72.1,70,84,70.2,52,12,6.4,0,3.86
19/2/2017,91,83.7,79,77,73.2,72,89,71.3,55,13,6.3,1,0.35
20/2/2017,91,84.4,77,77,74.5,70,89,73,59,10,4.6,1,0.17
22/2/2017,88,82.4,77,79,77,75,100,84.1,66,9,3.9,0,3.28
23/2/2017,88,80.7,77,79,77.2,75,100,89.6,70,10,3.9,0,6.12
24/2/2017,88,81.2,75,79,75.7,73,100,84.3,66,12,5,0,3.63
25/2/2017,90,82.1,77,79,75.5,73,94,81.7,62,12,4.2,0,0.74
26/2/2017,90,81.7,77,77,74.6,72,94,80.1,62,13,6,0,0.67
27/2/2017,88,81.4,77,77,74.3,73,94,80.7,62,14,5.5,0,2.72
28/2/2017,90,82,75,77,72.6,70,100,74,52,10,4.7,0,0.12
1/3/2017,88,80.7,75,77,74.6,72,100,82.7,66,12,3.9,1,2.15
3/3/2017,90,82.5,77,77,73.8,70,94,75.4,55,12,6.3,1,28.82
4/3/2017,90,82.6,77,77,75.3,73,94,79.8,62,13,5.2,0,16.68
5/3/2017,82,79.7,75,77,75.8,73,100,89,83,13,2.9,0,0.66
6/3/2017,90,81.9,75,77,75.4,73,100,82.1,62,7,2.6,0,0.04
7/3/2017,90,82.9,77,79,76.1,75,94,81,62,7,2.6,0,0.02
9/3/2017,91,83.9,79,79,75.2,70,94,75.7,62,12,5.2,1,0
15/3/2017,90,84.1,77,79,76.7,75,94,79.3,62,10,3.6,0,0
16/3/2017,88,82.7,79,79,76.7,73,94,82.3,74,12,3.4,1,0.01
17/3/2017,90,83.6,77,79,75.9,73,94,78.6,62,9,4,0,0.27
19/3/2017,88,81.8,77,79,75.6,73,94,82.7,66,13,5,1,0.06
21/3/2017,90,83.2,77,77,74.8,73,94,77.5,59,9,4.1,0,0
22/3/2017,91,84.6,79,79,76.2,75,89,76.7,59,9,3.8,0,0
23/3/2017,90,83.2,77,81,77.4,75,100,83.1,70,12,4.7,0,0
24/3/2017,86,81.2,77,79,76.9,75,94,87.4,79,9,2.9,0,0
26/3/2017,90,83.3,79,81,77.4,75,94,83,70,12,4.8,0,0.01
27/3/2017,88,81.2,77,79,76,75,94,85.5,70,13,4.2,0,0
28/3/2017,90,80.8,77,79,75.5,73,94,84.8,66,15,5.2,0,0
29/3/2017,86,80.1,75,77,75,73,100,85.5,70,15,6.1,0,0
30/3/2017,90,81.6,75,79,75.5,73,100,82.8,62,9,4.3,0,0
31/3/2017,88,81.8,77,79,76.6,75,94,84.6,70,9,3,0,0.03
1/4/2017,90,81.3,75,79,76.5,73,100,86.2,59,10,3.9,1,0
3/4/2017,88,81.4,77,79,73.8,70,94,78.7,66,12,5.7,0,0
7/4/2017,86,80.7,77,79,76.2,73,100,86.9,70,9,3.1,0,0
10/4/2017,88,81.3,77,79,77.1,75,94,87.7,70,10,3.3,0,0
17/4/2017,91,85.8,79,81,77.6,75,94,76.8,63,10,5.3,2,4.44
20/4/2017,91,83.3,77,79,76.6,72,100,81.2,59,12,3.7,0,42.18
21/4/2017,88,81.7,77,79,76.3,75,100,84.2,70,8,2.8,0,50.37
27/4/2017,90,82.5,75,81,76.8,75,100,83.7,62,13,3.6,0,0.02
30/4/2017,91,83.7,79,81,77.6,75,94,82.7,70,14,4.3,0,6.26
1/5/2017,88,82.3,77,81,78,75,100,87,74,13,3.8,0,0.13
3/5/2017,90,83.5,77,81,77.8,75,100,83.4,66,12,4.3,0,0.14
5/5/2017,90,83.9,81,81,78.3,75,94,83.5,70,13,4.1,0,1.18
7/5/2017,90,82.6,77,79,76.9,75,100,83.5,66,8,3.6,1,0
8/5/2017,88,83.5,77,81,76.8,75,94,80.4,70,14,4.1,0,0.01
9/5/2017,88,82.6,77,79,77.9,75,100,86,70,12,4.2,0,1.13
10/5/2017,86,81.2,75,79,77.8,75,100,89.4,70,8,2.6,0,0
11/5/2017,90,82.5,75,79,77.2,75,100,84.7,62,12,3.8,0,0
13/5/2017,88,82.9,79,79,77.2,75,94,83.4,70,58,4,0,8.07
14/5/2017,93,84.8,79,81,78,75,94,80.8,56,10,4,0,0.14
15/5/2017,90,83.1,79,81,78.2,75,94,85.1,70,14,5.2,0,0
17/5/2017,91,86.4,82,81,78.6,77,89,77.3,66,17,7.3,0,0.01
19/5/2017,91,85.4,81,81,78.5,75,94,79.3,66,16,7.3,0,0
20/5/2017,90,83.7,79,82,78.8,77,94,85.3,70,12,5.7,0,0
21/5/2017,90,84.6,79,81,79.3,77,100,83.8,70,10,4.1,0,0
22/5/2017,86,81.5,79,81,78,75,94,89.5,79,9,4.3,0,0
24/5/2017,91,85.4,81,81,78.3,75,94,79.6,62,10,3.6,0,0.34
25/5/2017,90,84.8,81,81,79.1,77,94,82.5,70,10,4.4,0,0.56
26/5/2017,90,85.2,82,81,79.6,79,94,82.6,75,12,4.9,0,0
27/5/2017,90,83.5,75,81,77,73,100,81.6,59,14,5.1,1,0.64
28/5/2017,91,85.5,82,81,79.3,79,94,81.3,66,9,3.8,0,0.01
29/5/2017,91,85.4,79,82,80.4,77,100,84.7,66,10,3.8,0,0
1/6/2017,88,82.4,75,79,75.4,72,94,80.5,66,10,3.4,0,0
3/6/2017,91,85.7,81,81,78.5,77,94,79.3,63,12,4.7,0,0
7/6/2017,93,85.5,81,81,78.2,75,89,78.7,59,12,3.4,0,0.14
10/6/2017,90,85.5,82,81,77.7,73,94,77.4,66,16,6.4,0,2.03
11/6/2017,91,85.8,81,79,75.9,73,89,73.1,59,10,4.5,0,0
13/6/2017,91,85.9,82,79,77.8,73,89,76.8,59,12,4.3,0,0.16
15/6/2017,91,84.4,79,79,75.3,73,89,75.2,55,10,4.2,1,0.2
16/6/2017,93,85.2,79,79,75.8,75,89,74.7,56,10,4.2,1,0.04
19/6/2017,91,83.1,75,77,73.9,72,94,75.8,52,9,2.4,0,0
21/6/2017,90,83.3,79,81,77.3,73,94,82.5,70,10,3.5,0,17.68
23/6/2017,88,81.3,77,77,74.7,73,94,81.6,62,7,3.4,1,7.07
27/6/2017,90,83.6,79,81,78,75,94,83.8,74,10,3.8,0,0.01
1/7/2017,90,83,77,81,76.7,73,100,82.2,62,10,3.8,0,0.01
3/7/2017,90,82.7,79,81,76.5,73,94,82.3,66,8,2.7,0,0
4/7/2017,90,82.8,79,81,77.7,75,94,85.2,70,12,3.8,0,0.12
9/7/2017,91,83.7,77,77,75,73,94,76.6,55,12,3.9,0,0.5
11/7/2017,88,81.6,79,79,76.8,75,94,86.5,66,15,3.1,0,0.1
12/7/2017,88,81,77,81,76.9,75,100,88,74,9,2.8,0,4.43
17/7/2017,90,84.4,79,79,76.7,72,89,78.4,66,14,5.3,0,0.08
20/7/2017,88,83.5,79,81,78,73,94,83.2,70,9,3.3,0,2.21
22/7/2017,90,84.8,81,79,77.9,77,94,80.1,66,15,5.2,0,0.61
24/7/2017,91,85,79,79,77,73,94,78.2,59,14,4.4,0,35.2
26/7/2017,91,84.8,79,79,77.4,75,94,79.4,62,13,4.9,0,0.01
27/7/2017,91,84.6,81,79,76.3,73,89,76.5,62,14,5.6,0,0.01
28/7/2017,90,83.8,79,79,76.1,73,94,78.3,62,9,2.5,0,0.05
29/7/2017,91,84.6,79,79,76.4,75,94,77.3,62,12,4.1,0,0.18
31/7/2017,90,83.7,79,81,77.7,75,94,82.7,70,13,4.7,0,0.54
1/8/2017,90,83.1,79,79,77.3,75,94,83.1,66,10,3.7,0,0.05
4/8/2017,90,84.4,79,79,76.6,70,89,77.3,66,15,7.2,0,0
7/8/2017,90,83.3,77,79,76.5,75,94,81.2,62,12,4.9,0,2.72
8/8/2017,88,81.9,77,81,76.1,73,100,83.5,66,12,5.8,0,7.05
12/8/2017,84,77.9,75,77,75,73,100,91.3,79,20,4.2,0,2.95
13/8/2017,88,80.9,75,77,75.3,73,100,84.2,62,12,3.9,0,0.35
17/8/2017,91,84,79,79,74.6,70,94,74.4,49,9,3.1,0,0
18/8/2017,91,83.6,77,77,75.4,72,94,77.6,52,10,3,0,0
24/8/2017,91,84.8,79,81,78.2,77,94,80.6,66,16,6.1,0,2.11
26/8/2017,88,80.6,75,79,76.8,72,100,88.6,74,18,3.3,0,20.48
27/8/2017,88,80.8,75,79,75.1,72,94,83.3,70,12,4.8,0,21.97
28/8/2017,84,80.3,75,77,75.4,72,100,85.8,74,12,3.9,0,40.33
29/8/2017,90,82.1,75,77,74.4,72,94,78.8,62,9,3.3,0,46.88
31/8/2017,91,84,77,79,75.8,75,94,77.7,59,12,3.5,0,2.96
4/9/2017,88,81.5,77,79,76.2,75,100,84.7,66,12,4,0,27.46
5/9/2017,90,83.7,77,81,77.2,73,94,81.9,66,14,4.3,0,22.46
7/9/2017,91,84.7,81,79,77,73,89,78.5,62,14,6.2,0,1.64
8/9/2017,91,83.9,79,81,76.6,75,94,79.9,59,13,5.9,1,6.19
11/9/2017,88,80.8,73,77,74.6,72,100,82,66,16,4.6,0,14.13
13/9/2017,90,83.4,79,79,76,72,94,79.1,58,9,3.5,0,51.19
14/9/2017,86,80.3,75,79,76,73,100,88.1,70,9,2.7,0,44.08
19/9/2017,86,81.3,77,79,75.5,73,100,83.4,70,10,4.3,0,1.7
21/9/2017,79,76.2,73,75,73.9,70,100,93.3,88,9,3.1,0,0.92
23/9/2017,90,82.4,75,79,75.6,72,94,81.3,55,10,2.6,0,0.06
26/9/2017,90,83.8,79,79,76.3,73,94,78.8,59,7,3.1,0,2.09
29/9/2017,86,78.8,75,77,74.5,72,100,87.4,74,12,4.3,0,30.55
1/1/2018,84,80.7,79,73,71.5,70,83,73.6,66,12,7.7,5,1.18
5/1/2018,79,75.8,72,75,72.7,70,100,90,78,10,2.1,0,0
6/1/2018,88,80.2,73,77,73.2,70,94,80.2,62,10,3.6,0,0.3
8/1/2018,88,81.3,77,77,74.2,72,94,80,66,12,4.8,0,1.54
10/1/2018,90,79.7,75,77,74.1,73,94,84.7,62,10,4.3,0,2.4
11/1/2018,84,77.2,75,77,73.9,72,100,90.3,74,8,2.6,0,0
13/1/2018,82,78.2,75,73,71.5,70,94,79.5,66,9,3.5,0,0
15/1/2018,88,79.6,72,73,68,61,83,67.4,55,12,6.8,2,0.01
16/1/2018,91,81.6,75,73,70.8,66,83,70.5,43,9,3.8,0,0.02
28/1/2018,90,81.5,75,77,74.7,72,94,81.2,62,10,3.9,0,0
1/2/2018,91,83,77,77,74.4,72,94,76.4,59,12,4.3,0,0
5/2/2018,90,83.5,77,75,68.6,64,84,61.9,43,13,7,0,0
6/2/2018,90,82.9,77,73,65.2,63,79,56.4,43,17,8.3,0,0
9/2/2018,90,82.7,75,75,68.7,64,74,63,55,10,5.9,0,0
10/2/2018,91,83.1,75,70,66.3,59,83,58.8,38,10,5.6,0,0
13/2/2018,91,83.5,73,73,67.4,63,78,59.3,38,13,5.3,1,0
14/2/2018,91,84.9,81,75,71.3,68,79,64.4,49,12,6,0,0.37
15/2/2018,91,83.7,77,77,72.7,66,89,71,46,9,3.9,0,6.86
19/2/2018,95,85.3,79,77,74.3,70,89,70.8,46,13,6.2,2,0
21/2/2018,91,83.9,77,77,74.8,72,94,75.5,52,12,5.7,1,6.15
22/2/2018,91,83.8,79,79,76.9,75,94,79.9,66,14,4.6,0,0.63
28/2/2018,91,84.3,79,79,75.1,72,84,74.5,59,12,5.4,1,0.03
1/3/2018,91,84.9,77,79,75.9,73,89,75.6,62,10,5,0,0.01
3/3/2018,90,83.5,81,79,76.1,72,89,79.2,62,10,3.9,0,0
4/3/2018,93,85.2,79,77,75.5,73,89,74.2,55,8,3.5,0,0
6/3/2018,91,84.6,79,79,76.3,73,89,76.8,55,12,4.2,0,0.02
9/3/2018,93,85.6,79,77,72.8,64,89,67.1,38,10,6,0,0
11/3/2018,91,84.5,77,75,70.6,66,74,63.5,46,9,5.3,0,0.65
14/3/2018,91,86.4,82,79,77.1,73,89,73.9,55,13,5.6,0,0
17/3/2018,91,84.8,77,77,74.6,72,89,72.2,59,10,4.9,0,5.77
20/3/2018,93,86,81,79,76.8,73,89,75,56,12,4.8,0,16.47
24/3/2018,93,85.1,77,77,75.4,73,94,74.6,52,14,5.3,0,6.95
29/3/2018,90,85.2,79,79,76.3,75,89,75.4,62,12,4.4,0,0.02
30/3/2018,91,84.2,75,79,75.8,72,94,76.4,55,17,4.4,0,0
31/3/2018,90,84.5,79,79,76.9,75,89,78.3,62,12,5,0,0
1/4/2018,90,83.8,79,79,75.1,72,89,75.9,59,13,5.8,0,0
4/4/2018,90,85.3,82,79,78,75,89,78.9,66,13,5.3,0,0.01
5/4/2018,91,84.4,81,81,77.5,75,89,80.3,62,12,4.3,0,0.28
6/4/2018,91,85.2,79,81,77.3,75,94,78.1,59,12,4.3,0,5.58
7/4/2018,91,85.5,81,79,76.4,72,89,74.8,59,10,4.2,0,0.03
9/4/2018,91,85.4,79,79,73.6,70,89,67.8,52,14,6.2,0,0
10/4/2018,90,83.1,77,79,76.5,75,100,81.8,62,16,5,0,0
12/4/2018,91,84.6,75,79,77.2,72,94,78.4,62,21,5,0,0
14/4/2018,90,82.7,79,81,78.3,75,94,86.4,75,12,3.7,0,0
15/4/2018,91,84.2,79,81,77.3,75,100,80.9,59,8,3.3,0,0
16/4/2018,90,84.3,79,81,78.4,77,94,82.7,70,12,5.3,1,0
17/4/2018,90,83.6,79,81,77.6,75,94,82.7,70,12,3.5,0,0
18/4/2018,91,84,79,81,77.8,75,94,82,63,17,5,0,0.02
19/4/2018,90,83.7,81,81,78.5,75,94,84,66,12,4.1,0,0.01
23/4/2018,93,86.1,81,79,76.5,72,89,73.8,49,12,4,0,0.04
24/4/2018,86,81.8,77,81,77.2,73,94,86.1,74,12,3.9,0,0.01
26/4/2018,90,83.5,79,81,77.4,75,94,82.3,66,10,3.3,0,0.09
27/4/2018,91,85.3,79,81,77.4,75,89,77.7,59,12,5.1,0,3.93
28/4/2018,91,86.3,82,81,79.2,77,89,78.8,66,14,5.7,0,5.81
29/4/2018,90,85.3,81,79,77.3,75,89,76.8,66,16,6.6,0,10.1
1/5/2018,90,81.9,75,79,75.9,73,100,83.1,62,29,3.8,0,1.78
2/5/2018,90,83.7,77,79,77.2,73,94,81.5,66,12,4.8,0,6.54
4/5/2018,90,83.4,77,81,77.3,75,94,82.6,66,12,5.2,0,14.65
5/5/2018,90,83.7,77,79,77.8,73,100,82.5,70,12,4.6,0,34.03
6/5/2018,91,85.2,82,79,77.8,75,89,78.6,59,8,3.8,0,0.36
7/5/2018,91,84.7,79,81,78.3,75,94,81.2,59,12,4,0,0.4
9/5/2018,91,84.2,81,79,78,75,94,81.9,59,20,5.5,0,0.63
10/5/2018,91,84.2,81,81,77.8,75,94,81.5,63,13,5.2,0,2.31
11/5/2018,91,84.3,79,79,76.3,75,94,78.1,59,10,4.9,0,0.3
12/5/2018,91,85.3,79,79,77.2,75,94,77.2,66,8,3.8,0,0
17/5/2018,90,83.1,77,79,78,75,100,84.9,66,10,3.4,0,0.03
19/5/2018,90,83.3,77,81,77.2,75,94,82.7,70,9,3.6,0,0.39
20/5/2018,91,83.3,75,79,77,73,94,82.1,59,12,5.3,0,0
23/5/2018,90,84,79,81,77.9,75,94,82.8,66,12,5,0,0.08
24/5/2018,88,84.1,81,79,77.3,75,89,79.8,70,10,5.7,0,0.08
30/5/2018,90,85.1,81,81,78.8,77,94,81.6,66,9,3.5,0,6.68
5/6/2018,91,85.5,79,81,78,77,94,78.7,63,9,3.4,0,0
8/6/2018,91,86,82,79,77.3,73,89,75.4,59,12,2.9,0,0.01
10/6/2018,93,87.1,82,81,77.7,73,89,73.7,59,14,6.8,0,0.01
11/6/2018,93,87.9,84,81,76.8,73,79,69.6,59,13,7.3,0,0.04
13/6/2018,91,84.3,77,81,75.8,68,94,76.2,46,12,3.6,0,1.37
14/6/2018,93,85.4,79,81,76.5,73,89,75.7,62,13,4.2,0,4.58
15/6/2018,93,85.5,81,81,78.3,75,94,79.3,59,12,4.6,0,0.36
20/6/2018,91,83.4,75,77,74.1,72,94,74.9,52,12,4,0,9.32
29/6/2018,88,79.7,73,77,73.3,68,100,82.3,52,14,3.9,0,0.05
1/7/2018,90,82.8,72,79,75.3,70,94,79.2,59,12,4.5,1,2.35
2/7/2018,90,83,79,77,75.3,73,94,78.7,59,13,5.5,0,0.2
3/7/2018,90,83.8,79,79,75.2,72,89,76.9,58,10,4.2,0,0.1
6/7/2018,88,82.2,75,79,76,73,100,82.1,66,14,4.8,0,0.02
7/7/2018,91,83.9,79,79,76.4,73,94,79.4,59,12,3.7,0,0.05
11/7/2018,91,83.6,79,77,74.2,72,89,74.4,55,8,2.3,0,0
14/7/2018,93,85.8,82,79,76.4,75,89,73.8,56,13,5.2,0,0.01
15/7/2018,93,86.5,79,79,74.5,70,89,68.8,46,10,4.9,0,0.06
20/7/2018,91,83.1,77,79,75.6,73,94,79.2,59,12,4.7,0,0.03
22/7/2018,91,83.8,77,79,76.3,70,94,79.2,55,12,3.8,0,0.03
25/7/2018,91,83.7,79,79,77.9,77,94,83.1,66,12,4.3,0,8.57
26/7/2018,91,85.1,81,79,77,75,89,77.8,59,12,4.8,0,0.05
27/7/2018,90,84.1,81,79,77.9,75,94,81.7,66,10,3.3,0,1.11
28/7/2018,90,83,79,79,77.2,75,94,83,62,13,3.5,0,16.16
29/7/2018,91,84.1,79,79,76.8,73,94,79.8,59,9,3.5,0,54.09
30/7/2018,88,80.4,75,77,74.3,72,100,83,58,12,5.3,0,39.91
4/8/2018,91,84,77,77,73.3,70,94,72.2,49,10,3.5,0,0.03
5/8/2018,93,83.6,77,77,74.5,72,94,75.5,55,8,3.2,0,0.93
